CustomerID,Age,Gender,Job,Education,MaritalStatus,Balance,Tenure,CreditScore,HasLoan,TypeOfLoan,AvgTransactionPerMonth,HasCrCard,EstimatedSalary,NumOfProducts,UseOfDigitalBankServices,KnowledgeAboutServices,InvestmentInBankSchemes,IsActiveMember,Rating,ServicesUsed,ReviewSentiment,KeywordsInComplaint,IssueResolved,CustomerLeft,App,ServiceOffline,EaseOfAccessOfBankingServiceOnline,PaymentDeclineServerIssue,FraudSecurity,Insurance,LoanApproval,WithinTimeframeServiceDelivery,SincereEffortsSolvingProblems,HelpFinancialPlanning,RespondingCustomerRequests,FeelingSafetyTransacting,PersonalAttention,AcceptingResolvingFaults
2470,53,Female,Engineer,High School,Single,144916.83,6,577,No,no_loan,14.29,No,118491.79,1,No,1,Yes,Yes,10,Savings Plans,Positive,Delay,Yes,1,6,10,6,10,7,10,3,10,10,8,8,10,7,10
2471,31,Male,Engineer,Bachelors,Married,166740.34,10,640,No,no_loan,76.64,No,33189.46,1,No,2,No,No,10,Insurance,Negative,Fees,Yes,0,6,10,6,8,9,10,3,10,10,8,9,10,5,10
2472,45,Female,Businessman,High School,Married,90713.06,8,800,Yes,Business Loan,74.79,Yes,67451.84,3,No,4,No,Yes,7,Insurance,Neutral,Miscommunication,No,0,6,7,6,4,5,9,5,10,9,6,6,10,5,8
2473,40,Female,Businessman,Bachelors,Divorced,4306.63,19,570,Yes,Business Loan,39.43,No,90969.43,2,No,2,No,No,7,"Insurance, Savings Plans",Negative,Miscommunication,No,1,6,6,6,9,7,10,2,8,10,4,5,9,5,10
2474,30,Male,Manager,Bachelors,Single,77909.47,9,735,Yes,Car Loan,38.25,Yes,123747.98,4,Yes,3,Yes,Yes,2,Savings Plans,Negative,Technical Issue,No,1,2,4,2,6,1,2,6,2,2,2,1,3,1,5
2475,53,Female,Engineer,High School,Divorced,169643.75,12,479,Yes,Education Loan,51.76,No,104663.04,2,Yes,3,No,No,1,Savings Plans,Neutral,Technical Issue,Yes,0,1,4,1,10,2,2,3,3,1,1,2,1,1,2
2476,59,Female,Engineer,Masters,Married,93638.48,9,688,Yes,Business Loan,61.41,No,52826.05,1,No,4,Yes,Yes,4,Insurance,Positive,Miscommunication,No,0,6,1,6,8,3,5,5,5,5,2,2,5,3,5
2477,23,Male,Artist,Masters,Married,140356.6,10,475,Yes,Home Loan,5.1,Yes,81899.11,2,Yes,4,Yes,No,1,"Insurance, Savings Plans",Neutral,Delay,Yes,1,1,4,1,10,1,1,3,1,1,1,1,3,1,1
2478,46,Female,Teacher,High School,Single,47818.62,6,806,Yes,Education Loan,47.08,No,140826.19,4,No,1,No,No,7,Insurance,Neutral,Delay,Yes,1,6,6,6,7,6,10,5,8,8,4,6,10,7,9
2479,40,Male,Engineer,Bachelors,Divorced,26186.44,11,737,Yes,Business Loan,4.14,No,26555.13,3,No,1,Yes,Yes,3,"Insurance, Savings Plans",Neutral,Service,Yes,1,6,2,6,6,3,5,6,2,3,2,1,3,2,4
2480,33,Female,Teacher,High School,Divorced,13301.32,16,313,No,no_loan,65.01,Yes,108182.4,4,Yes,4,Yes,No,9,Insurance,Neutral,Miscommunication,Yes,1,9,4,10,10,8,10,3,10,10,7,8,10,6,10
2481,33,Female,Artist,Masters,Single,180349.7,3,775,No,no_loan,2.27,Yes,108831.45,4,Yes,5,No,No,2,"Insurance, Savings Plans",Neutral,Delay,Yes,0,3,4,3,8,4,2,3,3,2,1,1,1,1,2
2482,54,Female,Engineer,High School,Divorced,49253.45,6,315,Yes,Education Loan,10.31,Yes,108539.41,3,Yes,4,Yes,Yes,8,"Insurance, Savings Plans",Positive,Technical Issue,No,0,8,4,10,10,8,10,2,10,8,6,8,10,5,9
2483,58,Female,Doctor,High School,Married,76896.14,4,436,Yes,Car Loan,99.97,Yes,34383.96,3,No,1,No,No,1,Insurance,Neutral,Technical Issue,Yes,0,6,1,6,10,1,1,3,1,1,1,1,2,1,2
2484,53,Male,Lawyer,High School,Married,18382.25,24,762,No,no_loan,80.79,No,23325.18,4,Yes,1,Yes,Yes,5,Savings Plans,Positive,Miscommunication,No,1,6,4,6,7,4,6,3,7,6,4,5,8,3,8
2485,67,Female,Engineer,PhD,Divorced,130574.02,6,833,Yes,Car Loan,58.5,Yes,97818.03,4,No,4,Yes,Yes,9,Savings Plans,Neutral,"Service, Fees",No,1,6,8,6,6,8,10,6,10,10,9,8,10,7,10
2486,22,Male,Doctor,PhD,Married,49778.69,20,728,Yes,Home Loan,91.72,No,77999.6,3,No,4,Yes,No,8,Savings Plans,Negative,Service,No,0,6,6,6,7,5,10,5,9,10,6,8,9,5,9
2487,44,Male,Lawyer,Masters,Divorced,153635.33,26,467,Yes,Car Loan,2.43,No,22783.61,1,Yes,5,No,No,5,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",No,0,6,4,6,10,3,7,4,5,5,4,5,8,5,6
2488,25,Male,Engineer,Bachelors,Married,168064.89,3,763,No,no_loan,29.33,Yes,138401.59,3,Yes,5,No,Yes,6,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",No,1,9,4,9,7,4,8,3,7,8,5,6,8,5,6
2489,65,Female,Lawyer,Bachelors,Divorced,119208.53,17,378,No,no_loan,87.3,Yes,106249.81,4,Yes,5,Yes,Yes,9,"Insurance, Savings Plans",Negative,Fees,No,0,10,4,10,10,7,10,3,10,10,8,5,10,7,10
2490,62,Male,Businessman,High School,Divorced,134063.95,4,570,No,no_loan,63.59,No,61053.52,2,Yes,4,Yes,Yes,10,Savings Plans,Positive,Service,Yes,1,10,4,10,9,8,10,3,10,10,7,9,10,8,10
2491,56,Female,Artist,Masters,Divorced,32738.64,21,714,Yes,Education Loan,43.12,Yes,64784.35,2,Yes,3,Yes,No,6,Savings Plans,Positive,Technical Issue,Yes,0,7,4,7,6,4,8,4,6,6,5,4,6,3,6
2492,51,Male,Lawyer,Bachelors,Divorced,56911.25,4,404,Yes,Home Loan,48.01,Yes,31526.64,4,Yes,2,No,No,8,Savings Plans,Negative,Fees,Yes,1,10,4,10,10,7,10,3,10,8,6,7,9,7,10
2493,40,Female,Artist,PhD,Single,145405.44,7,439,No,no_loan,40.38,No,75847.16,4,Yes,1,Yes,Yes,4,Savings Plans,Negative,Delay,Yes,0,5,4,6,10,3,4,3,5,3,4,3,5,2,5
2494,21,Female,Engineer,Bachelors,Single,87424.06,18,567,No,no_loan,12.38,Yes,33732.4,1,Yes,2,Yes,No,4,Insurance,Negative,Delay,No,1,4,4,4,10,2,5,3,5,5,3,1,5,2,4
2495,27,Male,Lawyer,Bachelors,Divorced,5176.01,18,374,No,no_loan,19.03,Yes,47240.95,3,No,1,Yes,No,3,"Insurance, Savings Plans",Positive,Miscommunication,Yes,1,6,2,6,10,4,4,3,4,2,2,1,4,4,4
2496,37,Male,Artist,Bachelors,Single,192567.78,3,434,No,no_loan,5.34,No,40275.73,2,Yes,4,No,Yes,7,Savings Plans,Neutral,Delay,No,1,8,4,8,10,5,10,3,10,9,4,6,10,5,10
2497,31,Female,Lawyer,High School,Married,137233.09,1,786,Yes,Education Loan,75.81,Yes,144176.2,3,No,3,No,Yes,3,"Insurance, Savings Plans",Neutral,Miscommunication,Yes,1,6,3,6,6,1,4,7,4,2,2,2,4,1,4
2498,63,Female,Artist,Bachelors,Married,104593.45,10,358,Yes,Business Loan,42.04,No,92279.83,3,No,2,Yes,Yes,7,Savings Plans,Negative,"Technical Issue, Delay",Yes,0,6,5,6,10,4,9,1,9,7,5,5,8,6,9
2499,35,Male,Doctor,High School,Single,175491.04,15,560,Yes,Home Loan,46.15,Yes,99242.16,3,Yes,5,Yes,Yes,7,Insurance,Positive,"Technical Issue, Delay",Yes,0,7,4,8,9,6,10,3,9,9,5,6,10,5,9
2500,59,Male,Teacher,Bachelors,Single,179001.25,10,351,No,no_loan,42.02,Yes,28439.64,3,No,1,Yes,No,2,Insurance,Negative,Technical Issue,No,1,6,2,6,10,2,4,3,2,1,1,1,1,4,3
2501,25,Male,Lawyer,Masters,Divorced,19836.22,11,844,Yes,Home Loan,76.89,No,115940.43,3,Yes,3,Yes,Yes,8,Savings Plans,Negative,Miscommunication,Yes,1,9,4,8,5,7,10,6,10,10,6,8,10,5,9
2502,27,Female,Doctor,Masters,Divorced,182481.75,20,439,Yes,Business Loan,36,No,126485.08,2,Yes,5,No,Yes,8,Savings Plans,Neutral,Delay,Yes,0,10,4,10,10,6,10,3,10,8,7,8,10,6,10
2503,53,Female,Engineer,High School,Single,144916.83,6,577,No,no_loan,14.29,No,118491.79,1,No,1,Yes,Yes,10,Savings Plans,Positive,Delay,Yes,1,6,7,6,10,8,10,3,10,10,8,9,10,7,10
2504,64,Female,Teacher,PhD,Married,33143.26,25,792,No,no_loan,35.32,Yes,121873.21,4,Yes,1,No,No,4,Insurance,Positive,Miscommunication,No,1,5,4,4,6,2,7,3,6,3,4,1,4,2,4
2505,60,Female,Artist,PhD,Divorced,158713.68,21,610,No,no_loan,72.14,No,145818.91,3,Yes,5,Yes,No,6,Insurance,Negative,Service,No,1,7,4,6,8,5,9,3,9,8,4,5,10,4,8
2506,49,Male,Businessman,High School,Single,129210.3,9,624,No,no_loan,27.66,Yes,31432.78,4,Yes,5,Yes,Yes,6,"Insurance, Savings Plans",Positive,"Service, Fees",Yes,1,8,4,8,10,4,9,3,8,7,3,5,9,6,6
2507,35,Female,Businessman,Masters,Married,183647.58,16,786,No,no_loan,46.44,No,83396.95,2,Yes,2,Yes,Yes,6,"Insurance, Savings Plans",Neutral,Miscommunication,No,0,9,4,10,7,6,8,3,7,8,6,5,8,4,8
2508,64,Male,Manager,PhD,Single,187815.55,4,641,No,no_loan,6,No,120202.3,4,Yes,2,Yes,Yes,4,Insurance,Neutral,Service,Yes,1,3,4,4,9,2,6,3,5,4,1,3,6,1,5
2509,68,Male,Manager,Bachelors,Single,8879.52,17,471,No,no_loan,50.08,No,87456.25,1,No,2,No,No,9,Insurance,Positive,"Service, Fees",Yes,0,6,6,6,10,9,10,3,10,10,7,8,10,7,10
2510,47,Female,Artist,Masters,Single,32813.86,2,602,Yes,Education Loan,29.45,Yes,67720.6,2,No,5,No,Yes,6,Insurance,Negative,"Technical Issue, Delay",Yes,1,6,6,6,7,6,8,3,9,6,4,5,7,6,7
2511,46,Female,Teacher,High School,Single,47818.62,6,806,Yes,Education Loan,47.08,No,140826.19,4,No,1,No,No,7,Insurance,Neutral,Delay,Yes,1,6,6,6,5,5,10,6,9,9,5,8,9,6,7
2512,38,Male,Engineer,High School,Single,58677.26,26,616,Yes,Home Loan,79.81,Yes,139253.41,1,No,1,No,Yes,6,"Insurance, Savings Plans",Positive,"Service, Fees",Yes,1,6,3,6,7,5,6,4,8,5,2,3,8,4,8
2513,51,Male,Businessman,High School,Single,148732.9,25,414,No,no_loan,91.01,Yes,20898.64,4,No,4,Yes,Yes,8,Insurance,Negative,Service,Yes,1,6,7,6,10,6,10,3,10,9,5,6,10,7,8
2514,20,Male,Artist,Bachelors,Single,122553.62,1,431,Yes,Business Loan,27.52,Yes,70920.11,3,Yes,1,Yes,Yes,8,Insurance,Neutral,"Service, Fees",Yes,1,10,4,9,10,7,10,3,10,10,5,6,10,6,9
2515,26,Female,Lawyer,Masters,Single,70259.75,20,658,Yes,Personal Loan,39.1,No,27796.63,2,Yes,4,No,Yes,8,Savings Plans,Positive,"Technical Issue, Delay",Yes,1,10,4,10,7,7,10,6,10,9,5,7,8,6,10
2516,25,Female,Businessman,Bachelors,Married,61131.86,8,831,No,no_loan,97.88,No,80468.92,1,No,2,No,Yes,6,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",Yes,0,6,4,6,5,6,9,3,7,6,4,6,7,6,9
2517,41,Female,Engineer,PhD,Divorced,107624.01,19,795,No,no_loan,61.55,No,61655.5,1,No,4,Yes,Yes,4,"Insurance, Savings Plans",Negative,Delay,Yes,1,6,3,6,6,3,6,3,5,3,2,3,6,4,6
2518,55,Male,Teacher,Masters,Divorced,82061.41,12,405,Yes,Business Loan,69.06,Yes,110443.99,4,No,5,No,Yes,3,Savings Plans,Neutral,Technical Issue,No,1,6,4,6,9,2,4,2,3,3,4,4,3,3,3
2519,44,Male,Engineer,Masters,Married,141886.33,18,518,Yes,Education Loan,41.08,Yes,28262.03,2,Yes,2,No,Yes,5,"Insurance, Savings Plans",Negative,Technical Issue,No,0,7,4,4,10,2,7,4,6,6,3,1,8,3,6
2520,24,Male,Artist,High School,Divorced,156869.58,20,741,No,no_loan,97.24,Yes,59615.13,3,Yes,5,No,Yes,9,Insurance,Positive,Service,Yes,0,10,4,10,6,7,10,3,10,10,7,8,10,7,10
2521,53,Male,Manager,PhD,Divorced,25657.7,20,565,No,no_loan,12.59,Yes,146050.64,4,No,1,No,No,2,Savings Plans,Negative,Delay,No,1,6,2,6,10,3,2,3,2,2,1,2,4,1,1
2522,54,Female,Artist,Bachelors,Married,118076.67,21,823,Yes,Car Loan,40.47,Yes,149127.44,4,Yes,5,No,No,10,Savings Plans,Positive,Delay,Yes,1,10,4,10,4,9,10,6,10,10,7,9,10,7,10
2523,53,Male,Businessman,PhD,Married,72326.72,25,781,Yes,Business Loan,12.6,No,127103.9,4,No,3,Yes,Yes,4,Insurance,Negative,Delay,No,1,6,1,6,6,5,6,4,6,5,3,4,5,3,4
2524,19,Female,Teacher,PhD,Single,17586.52,24,749,No,no_loan,30.74,No,20105.9,3,No,1,Yes,Yes,6,Savings Plans,Neutral,Fees,Yes,0,6,4,6,8,5,6,3,8,7,5,7,8,3,10
2525,30,Male,Lawyer,Masters,Married,70792.63,17,418,Yes,Education Loan,31.63,No,89912.72,3,No,2,No,Yes,7,Insurance,Neutral,Service,No,1,6,5,6,10,5,10,4,9,6,6,6,10,4,10
2526,28,Female,Engineer,PhD,Single,184060.52,18,584,No,no_loan,93.59,No,112780.44,1,No,3,Yes,Yes,10,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",No,0,6,8,6,10,8,10,3,10,10,7,7,10,10,10
2527,18,Male,Teacher,Bachelors,Married,168185.11,21,815,Yes,Business Loan,10.65,Yes,95818.5,2,Yes,2,Yes,No,8,Insurance,Positive,Miscommunication,Yes,0,9,4,9,3,7,10,6,8,10,6,6,10,6,10
2528,42,Male,Doctor,Bachelors,Single,184202.6,21,696,Yes,Personal Loan,40.52,No,85161.65,2,Yes,1,Yes,Yes,10,Savings Plans,Positive,Technical Issue,Yes,1,10,4,10,6,8,10,5,10,10,8,9,10,6,10
2529,55,Male,Teacher,Bachelors,Married,62134.47,15,321,Yes,Home Loan,25.18,No,111766.98,2,Yes,1,No,No,10,Insurance,Neutral,Miscommunication,Yes,1,10,4,10,10,10,10,1,10,10,6,9,10,8,10
2530,26,Male,Engineer,High School,Single,47504.32,3,439,No,no_loan,3.38,Yes,121589.32,2,No,3,No,No,1,"Insurance, Savings Plans",Positive,Service,Yes,1,6,1,6,10,1,1,3,1,1,1,1,2,1,2
2531,69,Male,Manager,High School,Divorced,65609.11,18,683,No,no_loan,62.46,No,82822.15,3,Yes,3,Yes,Yes,5,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",Yes,1,7,4,7,8,5,6,3,7,6,2,5,7,2,6
2532,24,Male,Businessman,PhD,Married,43761.31,19,375,Yes,Business Loan,50.61,No,51994.2,1,Yes,4,Yes,No,2,Savings Plans,Negative,"Service, Fees",No,0,1,4,2,10,1,4,3,1,3,1,1,4,1,1
2533,48,Male,Artist,Bachelors,Divorced,199443.82,13,390,No,no_loan,87.3,No,38232.75,4,No,1,No,No,3,Savings Plans,Neutral,Service,Yes,0,6,4,6,10,2,4,3,4,4,2,2,1,1,3
2534,49,Female,Doctor,Bachelors,Divorced,169806.65,3,658,Yes,Education Loan,7.53,No,148658.72,3,Yes,2,No,No,4,"Insurance, Savings Plans",Positive,"Service, Fees",No,0,4,4,5,9,3,6,4,6,3,4,5,3,1,5
2535,28,Female,Engineer,High School,Single,186056.39,4,706,Yes,Personal Loan,41.41,No,131112.61,4,Yes,3,Yes,Yes,7,Savings Plans,Negative,Service,No,0,10,4,10,8,6,10,5,9,7,4,6,10,5,8
2536,54,Male,Artist,PhD,Single,5442.25,18,391,Yes,Car Loan,39.02,Yes,78064.69,1,No,2,No,No,1,Insurance,Negative,"Technical Issue, Delay",Yes,0,6,1,6,10,1,1,1,2,1,1,1,1,1,1
2537,45,Female,Teacher,Masters,Divorced,1496.6,8,520,No,no_loan,38.04,No,129995.56,1,Yes,2,Yes,Yes,6,Savings Plans,Positive,Fees,No,1,7,4,5,8,5,9,3,5,6,4,3,9,4,7
2538,36,Male,Teacher,PhD,Married,148693.63,17,609,Yes,Car Loan,67.15,Yes,123004.58,2,Yes,3,Yes,No,6,Savings Plans,Neutral,Service,No,0,8,4,6,8,6,8,5,8,6,5,4,6,4,8
2539,30,Female,Businessman,Bachelors,Divorced,85158.42,24,662,Yes,Business Loan,38.38,No,103710.04,2,Yes,3,Yes,Yes,8,Insurance,Negative,"Service, Fees",Yes,0,10,4,10,8,6,10,5,10,8,6,8,10,7,10
2540,26,Female,Lawyer,PhD,Single,138361.69,12,330,Yes,Home Loan,4.9,No,41698.59,4,Yes,2,No,Yes,8,Insurance,Positive,Technical Issue,Yes,1,10,4,10,10,8,10,1,9,9,7,5,10,4,10
2541,44,Female,Engineer,PhD,Married,146154.58,12,677,Yes,Home Loan,57.51,Yes,79029.07,2,No,5,No,Yes,3,Insurance,Negative,Miscommunication,Yes,1,6,1,6,8,1,5,4,4,3,3,3,4,2,4
2542,64,Female,Engineer,PhD,Single,84387.25,9,579,Yes,Car Loan,76.12,No,35730.65,1,Yes,2,Yes,Yes,2,Savings Plans,Negative,Service,Yes,1,3,4,2,10,1,4,3,3,3,1,1,2,3,1
2543,53,Female,Artist,Masters,Married,83398.33,9,802,No,no_loan,81.93,No,36529.72,3,Yes,2,No,No,7,Insurance,Neutral,Miscommunication,Yes,0,7,4,9,4,6,10,3,8,7,4,6,8,5,6
2544,49,Male,Engineer,Masters,Divorced,158364.58,26,829,No,no_loan,16.17,No,34012.47,2,No,1,Yes,Yes,9,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",No,1,6,8,6,5,6,10,3,10,10,8,7,10,7,8
2545,27,Male,Artist,Masters,Divorced,36993.93,21,829,Yes,Home Loan,36.74,No,121055.51,4,No,3,No,Yes,8,Insurance,Neutral,Miscommunication,No,1,6,8,6,4,8,10,4,10,10,5,7,10,5,9
2546,18,Female,Engineer,Masters,Divorced,171566.47,1,833,No,no_loan,1.8,Yes,106181.55,1,No,2,No,Yes,7,Savings Plans,Negative,Delay,Yes,0,6,7,6,5,6,9,3,8,6,7,6,10,5,8
2547,29,Male,Engineer,Masters,Divorced,61306.3,22,473,No,no_loan,62.74,No,108053.94,2,No,3,Yes,Yes,5,Insurance,Positive,Service,No,1,6,4,6,10,4,9,3,6,6,4,2,6,3,7
2548,46,Female,Engineer,Masters,Single,40869.52,3,768,No,no_loan,97.87,Yes,64020.56,1,No,3,No,Yes,8,Insurance,Neutral,Service,Yes,0,6,6,6,5,6,10,3,8,10,7,7,10,6,9
2549,50,Female,Doctor,PhD,Single,100392.96,8,754,Yes,Personal Loan,57.72,No,39711.45,3,Yes,4,Yes,No,6,Insurance,Positive,Fees,Yes,0,5,4,6,6,6,7,6,6,8,3,4,6,4,7
2550,18,Female,Teacher,High School,Single,122269.76,6,447,No,no_loan,22.68,Yes,49677.45,2,Yes,1,Yes,No,10,Savings Plans,Negative,Technical Issue,No,0,10,4,10,9,8,10,3,10,10,8,8,10,7,10
2551,42,Female,Businessman,High School,Divorced,180190.96,14,545,Yes,Business Loan,47.78,Yes,61362.35,3,No,3,Yes,No,4,"Insurance, Savings Plans",Positive,Service,Yes,1,6,3,6,10,1,6,5,4,5,2,5,6,3,4
2552,63,Male,Lawyer,Bachelors,Married,69953.45,1,460,Yes,Home Loan,76.7,Yes,27438.4,1,Yes,2,No,Yes,5,"Insurance, Savings Plans",Neutral,Delay,No,0,4,4,6,10,2,8,1,5,6,5,4,7,3,6
2553,62,Female,Lawyer,High School,Married,78849.48,23,693,Yes,Business Loan,10.49,Yes,120937.47,4,No,3,No,Yes,2,Insurance,Positive,Service,Yes,0,6,2,6,8,2,2,5,1,1,1,1,1,2,3
2554,25,Male,Engineer,Bachelors,Single,163759.66,24,331,No,no_loan,39.14,No,80934.33,3,No,2,No,Yes,3,Savings Plans,Positive,"Service, Fees",No,1,6,1,6,10,3,5,3,4,1,1,3,4,2,2
2555,50,Female,Lawyer,PhD,Single,140710.79,14,313,No,no_loan,30,Yes,57213.41,2,Yes,5,Yes,Yes,6,Savings Plans,Negative,"Technical Issue, Delay",Yes,1,10,4,6,10,6,8,3,6,6,6,7,8,3,7
2556,60,Male,Artist,High School,Divorced,15523.56,3,830,Yes,Car Loan,12.5,No,100004.46,3,Yes,2,No,Yes,9,"Insurance, Savings Plans",Neutral,Fees,Yes,1,10,4,10,4,6,10,5,10,10,7,7,10,6,10
2557,29,Female,Engineer,Bachelors,Married,95123.77,17,517,Yes,Personal Loan,24.13,Yes,79208.38,4,Yes,3,Yes,No,1,Savings Plans,Negative,Fees,No,1,1,4,2,9,1,1,4,1,2,1,1,1,2,1
2558,36,Female,Artist,High School,Divorced,22954.14,24,507,No,no_loan,78.54,Yes,95009.99,3,No,5,No,No,10,"Insurance, Savings Plans",Positive,Delay,Yes,1,6,9,6,10,7,10,3,10,10,7,10,10,6,10
2559,67,Male,Manager,Masters,Married,106951.65,18,603,Yes,Business Loan,88.57,Yes,130125.76,2,No,1,No,No,2,Insurance,Neutral,"Service, Fees",Yes,0,6,1,6,9,2,3,3,1,2,1,1,1,1,2
2560,25,Male,Lawyer,Masters,Divorced,19836.22,11,844,Yes,Home Loan,76.89,No,115940.43,3,Yes,3,Yes,Yes,8,Savings Plans,Negative,Miscommunication,Yes,1,9,4,9,4,6,10,7,10,10,6,7,9,5,10
2561,64,Male,Lawyer,Masters,Single,59078.54,27,727,Yes,Personal Loan,48.62,No,110896.25,2,No,1,No,Yes,6,Savings Plans,Negative,Fees,Yes,1,6,5,6,8,4,10,5,7,7,2,2,7,3,9
2562,34,Female,Teacher,High School,Divorced,98124.43,9,373,Yes,Car Loan,22.44,No,125893.72,3,Yes,3,No,Yes,10,Insurance,Positive,Technical Issue,Yes,0,10,4,10,10,8,10,3,10,10,7,10,10,7,10
2563,53,Female,Doctor,PhD,Single,168195.08,12,334,No,no_loan,23.42,No,85701.91,1,Yes,3,Yes,No,6,Savings Plans,Positive,Miscommunication,Yes,1,8,4,7,10,5,9,3,9,8,5,4,7,4,8
2564,63,Male,Teacher,Bachelors,Divorced,175525.38,9,733,No,no_loan,24.78,Yes,72265.31,4,No,3,Yes,No,4,Insurance,Neutral,Fees,No,1,6,3,6,4,3,7,3,6,6,4,4,5,2,6
2565,52,Male,Manager,High School,Divorced,176300.84,16,376,Yes,Personal Loan,22.61,No,91226.69,4,Yes,4,No,Yes,6,Savings Plans,Neutral,Miscommunication,No,0,6,4,9,10,4,8,2,7,6,5,5,9,4,7
2566,55,Female,Lawyer,High School,Divorced,138948.75,13,389,Yes,Business Loan,50.19,Yes,89614.04,2,Yes,1,No,No,1,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,1,1,4,1,10,1,1,2,1,2,1,1,1,1,1
2567,21,Male,Manager,Bachelors,Single,59969.72,14,474,No,no_loan,37.89,No,102216.56,1,No,2,No,No,4,Insurance,Positive,Miscommunication,No,0,6,3,6,9,2,6,3,4,4,4,4,4,3,3
2568,26,Female,Lawyer,High School,Married,182192.69,5,648,Yes,Business Loan,29.14,No,97080,3,No,3,No,No,6,"Insurance, Savings Plans",Positive,Miscommunication,Yes,0,6,2,6,8,5,8,3,8,5,3,6,7,3,7
2569,48,Female,Doctor,High School,Married,121646.95,19,335,Yes,Education Loan,37.14,No,141388.89,1,Yes,5,No,No,3,"Insurance, Savings Plans",Negative,Miscommunication,Yes,1,4,4,2,10,1,3,4,4,4,3,2,3,2,3
2570,61,Female,Manager,PhD,Married,199370.12,12,495,No,no_loan,17.12,No,94446.11,1,Yes,5,Yes,No,10,"Insurance, Savings Plans",Negative,Service,No,1,10,4,10,10,9,10,3,10,10,6,8,10,7,10
2571,20,Female,Lawyer,Bachelors,Divorced,148956.23,20,808,No,no_loan,97.97,No,134414.32,2,No,1,Yes,Yes,3,Savings Plans,Positive,Delay,Yes,0,6,2,6,4,3,5,3,5,3,2,1,3,2,4
2572,51,Female,Businessman,PhD,Single,103389.48,17,820,No,no_loan,93.2,No,57265.58,4,Yes,3,Yes,No,8,Savings Plans,Positive,Delay,No,1,8,4,10,4,6,10,3,9,7,5,6,10,3,10
2573,32,Female,Engineer,High School,Married,162823.75,9,311,Yes,Education Loan,8.36,No,136341.67,3,Yes,4,No,Yes,2,"Insurance, Savings Plans",Positive,Technical Issue,No,1,1,4,2,10,2,3,3,4,2,1,1,1,1,2
2574,67,Female,Engineer,PhD,Divorced,130574.02,6,833,Yes,Car Loan,58.5,Yes,97818.03,4,No,4,Yes,Yes,9,Savings Plans,Neutral,"Service, Fees",No,1,6,6,6,2,7,10,7,10,10,5,8,10,5,9
2575,40,Female,Doctor,Masters,Single,121878.32,15,824,No,no_loan,20.9,No,23465.5,3,No,3,Yes,No,9,"Insurance, Savings Plans",Positive,Technical Issue,No,0,6,9,6,6,8,10,3,10,9,8,8,10,7,10
2576,33,Male,Teacher,High School,Divorced,21881.91,3,489,Yes,Personal Loan,37.62,Yes,37410.17,2,Yes,4,No,Yes,5,Savings Plans,Negative,"Technical Issue, Delay",No,0,4,4,6,10,5,9,1,6,5,5,4,8,4,5
2577,31,Male,Lawyer,PhD,Divorced,117669.09,25,332,No,no_loan,86.09,Yes,85744.4,3,Yes,2,No,Yes,3,Insurance,Neutral,Service,No,0,1,4,3,10,3,4,3,6,3,2,1,2,2,3
2578,52,Female,Businessman,Bachelors,Married,16070.83,3,534,Yes,Business Loan,83.8,Yes,117279.15,3,No,5,No,Yes,5,Savings Plans,Neutral,"Service, Fees",Yes,0,6,3,6,10,5,6,4,6,4,4,4,4,3,3
2579,31,Male,Businessman,High School,Single,116083.02,17,429,Yes,Business Loan,47.25,Yes,88144.45,3,No,1,Yes,No,9,Insurance,Negative,Delay,No,1,6,7,6,10,8,10,3,10,9,7,8,10,7,10
2580,22,Male,Teacher,PhD,Single,10531.71,2,848,No,no_loan,51.49,No,34734.35,4,No,5,No,Yes,9,Savings Plans,Neutral,Fees,No,0,6,9,6,5,9,10,3,10,10,6,9,10,8,10
2581,63,Male,Teacher,Masters,Divorced,1869.76,21,736,No,no_loan,35.55,Yes,118480.9,1,Yes,3,Yes,Yes,5,"Insurance, Savings Plans",Negative,Service,Yes,1,6,4,5,7,4,9,3,9,6,4,4,6,4,5
2582,33,Male,Artist,PhD,Married,158054.7,4,715,No,no_loan,70.11,Yes,67770.62,2,Yes,5,Yes,Yes,1,Insurance,Positive,"Service, Fees",Yes,0,2,4,1,6,1,1,3,2,2,2,1,1,1,1
2583,36,Male,Lawyer,Bachelors,Single,102336.53,5,402,No,no_loan,66.75,Yes,128507.64,4,Yes,2,Yes,Yes,6,"Insurance, Savings Plans",Positive,"Service, Fees",No,0,7,4,7,10,7,9,3,5,6,4,4,7,4,7
2584,50,Female,Doctor,Bachelors,Single,187988.2,5,547,Yes,Education Loan,40.7,No,107680.69,3,No,4,No,No,1,"Insurance, Savings Plans",Negative,Service,No,0,6,1,6,9,1,1,3,1,1,1,1,1,2,1
2585,35,Female,Businessman,Masters,Single,38728.2,29,736,Yes,Business Loan,87.74,No,82587.11,2,No,2,Yes,No,9,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,1,6,8,6,7,7,10,3,10,10,7,8,10,5,10
