,CustomerID,Age,Gender,Job,Education,MaritalStatus,Balance,Tenure,CreditScore,HasLoan,TypeOfLoan,AvgTransactionPerMonth,HasCrCard,EstimatedSalary,NumOfProducts,UseOfDigitalBankServices,KnowledgeAboutServices,InvestmentInBankSchemes,IsActiveMember,Rating,ServicesUsed,ReviewSentiment,KeywordsInComplaint,IssueResolved,CustomerLeft,App,ServiceOffline,EaseOfAccessOfBankingServiceOnline,PaymentDeclineServerIssue,FraudSecurity,Insurance,LoanApproval,WithinTimeframeServiceDelivery,SincereEffortsSolvingProblems,HelpFinancialPlanning,RespondingCustomerRequests,FeelingSafetyTransacting,PersonalAttention,AcceptingResolvingFaults,Clusters
2320,2320,67,Female,Teacher,Masters,Married,193805.75,16,558,Yes,Home Loan,31.01,No,141518.96,3,Yes,1,No,No,2,Insurance,Negative,Technical Issue,No,0,1,4,3,9,1,4,3,1,1,2,1,4,1,1,standard
2321,2321,56,Female,Lawyer,Masters,Married,55086.96,6,523,No,no_loan,13.81,Yes,145820.57,2,Yes,4,Yes,Yes,2,Savings Plans,Positive,Service,No,0,2,4,2,10,1,2,3,3,4,1,1,2,2,3,standard
2322,2322,50,Female,Businessman,Bachelors,Married,101662.33,8,377,Yes,Business Loan,36.76,No,139202.71,1,Yes,3,No,No,8,"Insurance, Savings Plans",Positive,Service,No,0,10,4,10,10,4,10,4,10,10,6,6,10,7,10,standard
2323,2323,51,Female,Engineer,High School,Single,33512.91,27,303,Yes,Car Loan,56.89,Yes,121817.74,2,No,5,Yes,No,9,Insurance,Positive,Miscommunication,No,1,6,7,6,10,10,10,1,10,10,8,6,10,7,10,special
2324,2324,22,Female,Doctor,Masters,Divorced,72116.37,6,626,Yes,Home Loan,78.7,No,132427.96,3,Yes,5,No,Yes,7,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",No,0,8,4,8,10,6,10,5,10,10,7,5,10,5,9,moderate
2325,2325,55,Male,Businessman,Masters,Divorced,194326.92,11,389,No,no_loan,13.81,No,84176.93,2,Yes,3,No,Yes,7,Insurance,Negative,Service,Yes,1,8,4,8,10,6,10,3,9,8,4,5,10,5,10,standard
2326,2326,31,Female,Businessman,Masters,Single,70911.47,13,765,No,no_loan,90.85,No,99658.57,1,Yes,2,No,No,3,"Insurance, Savings Plans",Negative,Technical Issue,Yes,0,3,4,2,6,3,4,3,4,3,1,2,4,3,2,moderate
2327,2327,49,Male,Businessman,Bachelors,Single,2377.1,3,349,No,no_loan,92.4,No,75078.13,2,No,2,Yes,Yes,9,Savings Plans,Positive,Miscommunication,Yes,1,6,6,6,10,8,10,3,10,9,6,8,10,7,10,moderate
2328,2328,30,Male,Manager,PhD,Married,19882.95,11,601,Yes,Education Loan,98.44,No,80184.78,1,Yes,1,No,No,5,Savings Plans,Negative,Service,Yes,1,6,4,7,8,4,6,5,6,6,4,5,6,3,6,moderate
2329,2329,68,Female,Teacher,Masters,Married,13021.99,11,654,No,no_loan,94.35,Yes,119391.47,4,No,3,No,Yes,9,Savings Plans,Neutral,Technical Issue,Yes,1,6,7,6,8,8,10,3,10,10,5,6,10,7,10,moderate
2330,2330,51,Female,Artist,PhD,Single,91522.4,8,818,Yes,Car Loan,10.95,Yes,25585.24,1,Yes,1,Yes,Yes,9,Insurance,Neutral,"Service, Fees",Yes,1,10,4,9,3,7,10,4,10,9,6,7,10,6,10,standard
2331,2331,39,Female,Artist,High School,Single,68240.54,11,585,Yes,Business Loan,88.49,No,113120.36,1,Yes,2,Yes,No,4,Insurance,Positive,"Service, Fees",No,1,4,4,6,10,1,5,4,4,3,4,3,3,2,4,moderate
2332,2332,63,Male,Manager,Masters,Divorced,78288.62,11,676,No,no_loan,70.32,No,117973.98,3,No,1,No,Yes,6,Insurance,Positive,Miscommunication,No,1,6,5,6,7,4,8,3,8,8,3,5,8,3,7,moderate
2333,2333,65,Female,Doctor,PhD,Single,67307.64,21,348,Yes,Home Loan,9.14,No,149347.98,4,Yes,5,Yes,No,9,Insurance,Negative,"Service, Fees",No,0,9,4,10,10,8,10,1,10,10,6,7,10,7,10,special
2334,2334,27,Male,Lawyer,PhD,Divorced,32728.84,27,469,Yes,Personal Loan,59.39,Yes,56294.56,4,Yes,4,No,No,7,"Insurance, Savings Plans",Positive,Miscommunication,Yes,0,7,4,7,10,7,9,2,7,8,7,5,8,5,10,special
2335,2335,53,Female,Engineer,Masters,Divorced,76397.43,17,517,No,no_loan,50.0,Yes,93969.35,2,Yes,4,No,Yes,9,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",No,0,9,4,10,8,7,10,3,10,10,7,7,10,7,10,special
2336,2336,35,Male,Doctor,PhD,Married,18464.53,9,754,Yes,Education Loan,15.3,Yes,99554.69,3,Yes,5,Yes,Yes,9,Savings Plans,Neutral,Technical Issue,Yes,0,10,4,9,7,7,10,5,10,10,5,7,10,7,10,standard
2337,2337,23,Male,Artist,Masters,Married,140356.6,10,475,Yes,Home Loan,5.1,Yes,81899.11,2,Yes,4,Yes,No,1,"Insurance, Savings Plans",Neutral,Delay,Yes,1,2,4,1,10,1,1,2,1,1,1,1,2,1,1,standard
2338,2338,68,Female,Doctor,High School,Married,99929.03,23,739,No,no_loan,6.56,Yes,128910.4,1,No,5,Yes,No,9,Insurance,Negative,Service,Yes,0,6,6,6,6,7,10,3,10,10,7,6,10,6,10,special
2339,2339,56,Female,Manager,Bachelors,Married,172738.57,27,647,No,no_loan,94.98,Yes,43815.7,3,No,2,No,Yes,6,"Insurance, Savings Plans",Neutral,Fees,No,0,6,4,6,9,3,10,3,6,6,6,6,8,5,7,moderate
2340,2340,35,Male,Manager,Bachelors,Single,195154.77,7,818,Yes,Car Loan,47.26,No,43181.26,3,Yes,2,Yes,No,2,Insurance,Neutral,Technical Issue,No,1,1,4,2,4,1,1,7,2,3,1,1,2,2,3,standard
2341,2341,56,Male,Engineer,Bachelors,Married,187874.77,6,347,No,no_loan,28.31,No,61219.18,4,Yes,2,No,No,7,"Insurance, Savings Plans",Neutral,Delay,No,0,9,4,9,10,6,10,3,8,8,4,7,9,4,9,standard
2342,2342,54,Female,Teacher,PhD,Single,136981.76,11,331,Yes,Education Loan,22.25,Yes,110454.07,1,Yes,1,Yes,No,5,Savings Plans,Neutral,"Service, Fees",Yes,0,7,4,7,10,5,9,2,5,5,3,3,5,3,7,standard
2343,2343,69,Male,Teacher,High School,Married,23817.98,7,656,Yes,Car Loan,62.07,Yes,135348.83,3,No,4,No,No,10,Insurance,Negative,Miscommunication,No,1,6,7,6,8,10,10,4,10,10,8,10,10,8,10,moderate
2344,2344,37,Female,Businessman,Masters,Single,155338.06,20,794,No,no_loan,10.91,Yes,37410.35,3,No,4,Yes,No,7,"Insurance, Savings Plans",Neutral,Fees,Yes,1,6,6,6,7,6,10,3,9,7,4,5,9,3,9,special
2345,2345,67,Male,Artist,PhD,Single,75521.1,4,552,Yes,Business Loan,82.06,Yes,32073.14,2,No,5,No,Yes,5,Insurance,Neutral,Miscommunication,Yes,1,6,4,6,10,3,7,5,8,6,5,4,9,2,5,moderate
2346,2346,26,Female,Businessman,High School,Divorced,152373.26,29,486,No,no_loan,3.4,Yes,24584.19,4,Yes,4,Yes,Yes,2,Savings Plans,Neutral,"Technical Issue, Delay",No,0,1,4,3,10,1,4,3,3,1,1,1,3,2,2,special
2347,2347,36,Female,Manager,Bachelors,Divorced,7695.12,29,539,No,no_loan,67.18,No,146639.75,4,Yes,5,Yes,No,8,Insurance,Positive,Service,Yes,0,9,4,9,8,6,10,3,10,9,6,7,10,6,10,special
2348,2348,66,Female,Doctor,High School,Single,141052.42,9,713,Yes,Business Loan,22.02,No,21354.24,3,Yes,1,No,Yes,10,"Insurance, Savings Plans",Neutral,Delay,Yes,0,10,4,10,7,7,10,6,10,10,7,9,10,8,10,standard
2349,2349,58,Female,Teacher,Masters,Single,4867.1,6,386,No,no_loan,13.04,No,64591.53,2,Yes,3,Yes,Yes,2,Insurance,Negative,Miscommunication,No,0,2,4,2,10,1,3,3,2,4,2,1,1,1,2,standard
2350,2350,38,Male,Teacher,PhD,Single,186038.66,3,509,Yes,Education Loan,60.79,No,25291.93,4,Yes,2,Yes,No,9,"Insurance, Savings Plans",Positive,Technical Issue,No,0,9,4,10,10,7,10,4,10,10,7,8,10,6,10,standard
2351,2351,36,Female,Engineer,Masters,Single,142206.26,26,632,No,no_loan,50.17,Yes,62535.71,3,Yes,3,Yes,Yes,2,Savings Plans,Positive,Miscommunication,No,1,1,4,2,7,1,4,3,2,1,1,2,1,1,3,special
2352,2352,23,Female,Doctor,Bachelors,Married,183959.57,29,580,Yes,Business Loan,8.41,Yes,30383.19,4,No,4,Yes,Yes,2,Savings Plans,Neutral,Technical Issue,No,1,6,1,6,10,1,1,4,1,1,2,2,4,2,2,special
2353,2353,22,Male,Doctor,PhD,Married,49778.69,20,728,Yes,Home Loan,91.72,No,77999.6,3,No,4,Yes,No,8,Savings Plans,Negative,Service,No,0,6,4,6,7,6,10,3,10,9,6,8,10,4,10,moderate
2354,2354,19,Male,Teacher,High School,Married,63587.96,17,688,Yes,Education Loan,73.3,No,103699.94,3,Yes,2,No,No,10,Insurance,Neutral,Service,Yes,1,10,4,10,6,8,10,4,10,10,9,9,10,9,10,moderate
2355,2355,21,Male,Engineer,High School,Single,13542.19,18,360,Yes,Personal Loan,58.74,No,48368.24,3,No,4,Yes,Yes,2,Insurance,Negative,"Service, Fees",Yes,1,6,2,6,10,4,3,1,1,3,2,1,3,2,1,special
2356,2356,31,Female,Teacher,High School,Divorced,131297.74,16,380,No,no_loan,17.73,No,77261.8,1,Yes,5,Yes,No,7,Insurance,Neutral,"Technical Issue, Delay",No,1,9,4,8,10,5,9,3,8,8,4,5,10,6,10,standard
2357,2357,27,Male,Lawyer,Masters,Single,21729.97,17,667,Yes,Home Loan,43.32,No,143642.39,2,Yes,1,No,Yes,5,Insurance,Negative,Technical Issue,No,0,5,4,5,9,3,7,6,6,4,4,4,9,2,6,special
2358,2358,48,Female,Engineer,High School,Single,42458.24,3,500,No,no_loan,65.48,Yes,73823.07,1,No,1,No,No,9,Insurance,Negative,Service,No,1,6,7,6,9,7,10,3,10,9,6,8,10,8,10,moderate
2359,2359,46,Female,Doctor,Masters,Married,131853.42,1,808,No,no_loan,64.58,No,20710.23,4,No,3,No,No,9,Insurance,Neutral,Miscommunication,Yes,1,6,8,6,3,8,10,3,10,10,5,7,10,7,10,standard
2360,2360,42,Female,Businessman,Masters,Married,5366.35,1,458,Yes,Business Loan,51.7,No,110973.26,1,No,4,No,Yes,4,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",Yes,1,6,2,6,10,5,6,2,6,4,1,2,6,2,5,standard
2361,2361,64,Male,Engineer,Masters,Married,24710.49,19,833,Yes,Car Loan,35.35,Yes,101976.33,2,Yes,3,No,Yes,5,"Insurance, Savings Plans",Neutral,"Service, Fees",No,1,7,4,6,6,4,8,5,7,5,3,4,9,1,6,special
2362,2362,26,Female,Engineer,Masters,Divorced,132249.85,29,381,No,no_loan,5.97,No,146310.76,3,No,5,No,No,4,"Insurance, Savings Plans",Positive,"Service, Fees",Yes,0,6,3,6,10,4,5,3,5,3,3,2,4,3,4,special
2363,2363,18,Male,Lawyer,Masters,Married,133893.91,28,625,Yes,Business Loan,54.26,Yes,102740.49,1,No,4,No,Yes,7,Savings Plans,Positive,Technical Issue,No,0,6,5,6,9,5,10,4,10,7,5,6,9,5,9,special
2364,2364,57,Female,Businessman,Bachelors,Divorced,109973.99,4,455,No,no_loan,92.44,Yes,115157.61,3,No,5,Yes,Yes,5,Savings Plans,Negative,Fees,No,0,6,5,6,10,4,8,3,5,6,4,4,5,3,6,moderate
2365,2365,55,Male,Artist,Bachelors,Single,166062.56,9,671,No,no_loan,44.79,No,33091.09,1,Yes,2,Yes,Yes,7,"Insurance, Savings Plans",Positive,Technical Issue,No,0,8,4,10,7,7,9,3,10,8,6,7,9,5,9,standard
2366,2366,67,Female,Teacher,High School,Divorced,12720.37,29,537,Yes,Business Loan,15.85,No,81774.46,4,No,4,No,Yes,1,"Insurance, Savings Plans",Neutral,"Service, Fees",No,1,6,1,6,9,1,1,3,2,1,1,1,2,1,2,special
2367,2367,31,Female,Lawyer,High School,Married,137233.09,1,786,Yes,Education Loan,75.81,Yes,144176.2,3,No,3,No,Yes,3,"Insurance, Savings Plans",Neutral,Miscommunication,Yes,1,6,2,6,7,2,4,6,4,4,3,3,3,2,3,moderate
2368,2368,43,Female,Teacher,Bachelors,Single,2974.72,2,646,Yes,Personal Loan,57.82,Yes,46720.45,2,Yes,3,Yes,No,10,Insurance,Positive,Fees,Yes,0,10,4,10,9,10,10,2,10,10,8,9,10,9,10,standard
2369,2369,47,Female,Artist,Masters,Single,32813.86,2,602,Yes,Education Loan,29.45,Yes,67720.6,2,No,5,No,Yes,6,Insurance,Negative,"Technical Issue, Delay",Yes,1,6,5,6,8,5,9,5,7,6,6,6,9,3,7,standard
2370,2370,23,Male,Businessman,Bachelors,Divorced,86289.93,23,837,Yes,Business Loan,70.57,No,144450.88,4,No,1,Yes,Yes,1,"Insurance, Savings Plans",Negative,Fees,No,1,6,1,6,6,1,3,5,1,2,1,1,1,2,1,special
2371,2371,47,Male,Lawyer,PhD,Married,155929.82,26,558,No,no_loan,57.82,Yes,148510.79,4,No,4,No,No,9,Savings Plans,Neutral,Delay,Yes,0,6,8,6,10,7,10,3,10,10,6,8,10,10,10,special
2372,2372,24,Female,Manager,Bachelors,Married,122273.61,26,485,No,no_loan,8.49,No,119661.16,2,No,2,Yes,Yes,7,"Insurance, Savings Plans",Neutral,Delay,Yes,1,6,4,6,10,6,8,3,9,8,5,5,10,5,8,special
2373,2373,58,Female,Teacher,High School,Married,72615.72,18,801,Yes,Personal Loan,50.83,No,105196.82,4,No,1,No,Yes,8,Savings Plans,Neutral,Technical Issue,No,0,6,8,6,6,6,10,6,10,8,6,7,10,6,10,special
2374,2374,28,Female,Engineer,High School,Single,186056.39,4,706,Yes,Personal Loan,41.41,No,131112.61,4,Yes,3,Yes,Yes,7,Savings Plans,Negative,Service,No,0,9,4,9,6,6,10,6,10,7,7,5,8,6,9,standard
2375,2375,45,Female,Engineer,High School,Single,150626.07,28,435,No,no_loan,37.46,Yes,33733.09,1,Yes,2,Yes,No,6,Insurance,Positive,Service,Yes,1,8,4,7,10,6,9,3,6,6,5,5,8,4,6,special
2376,2376,65,Female,Lawyer,PhD,Single,97847.05,21,671,No,no_loan,65.02,No,130913.77,1,Yes,3,Yes,No,3,"Insurance, Savings Plans",Neutral,Miscommunication,No,0,3,4,4,5,2,4,3,4,5,1,3,4,1,4,special
2377,2377,54,Male,Businessman,Masters,Married,125086.36,5,840,No,no_loan,83.07,Yes,88166.18,4,Yes,2,No,Yes,3,Insurance,Positive,Service,No,1,4,4,4,5,2,5,3,4,3,2,2,4,2,3,moderate
2378,2378,46,Male,Businessman,Masters,Married,123443.53,25,844,No,no_loan,27.04,Yes,24798.62,2,No,5,Yes,Yes,5,Savings Plans,Neutral,Service,Yes,0,6,5,6,4,4,6,3,6,5,3,4,6,3,4,special
2379,2379,23,Female,Manager,Bachelors,Divorced,20689.62,20,416,No,no_loan,47.24,No,96022.44,3,No,2,No,Yes,3,"Insurance, Savings Plans",Positive,Service,Yes,0,6,4,6,10,4,3,3,3,1,2,2,4,1,4,special
2380,2380,62,Female,Businessman,Bachelors,Married,51623.37,27,307,Yes,Business Loan,43.14,Yes,23243.74,4,No,1,Yes,No,2,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",Yes,1,6,3,6,10,2,3,3,2,1,4,3,1,2,3,special
2381,2381,53,Female,Lawyer,High School,Divorced,7281.93,17,709,Yes,Business Loan,24.62,Yes,108888.9,2,Yes,5,No,Yes,8,"Insurance, Savings Plans",Positive,"Service, Fees",No,1,9,4,10,6,6,10,4,9,9,5,8,10,6,10,special
2382,2382,68,Female,Teacher,PhD,Married,90372.98,12,680,Yes,Personal Loan,3.97,No,96510.18,2,No,5,No,Yes,7,Insurance,Positive,Service,No,1,6,7,6,8,7,10,5,9,6,6,5,9,6,10,standard
2383,2383,20,Male,Manager,Masters,Divorced,146387.7,11,831,No,no_loan,60.69,No,98272.93,3,No,2,Yes,No,3,Insurance,Negative,Technical Issue,No,1,6,1,6,4,3,7,3,5,3,2,4,1,1,5,moderate
2384,2384,27,Male,Engineer,Masters,Married,79758.4,18,757,Yes,Car Loan,51.26,Yes,53267.53,4,No,4,Yes,Yes,9,Savings Plans,Positive,Fees,No,0,6,6,6,7,9,10,5,10,10,6,9,10,7,10,special
2385,2385,48,Female,Businessman,Bachelors,Married,177294.57,9,696,No,no_loan,99.05,No,88175.54,2,Yes,1,No,No,10,Savings Plans,Negative,Technical Issue,Yes,0,10,4,10,8,8,10,3,10,10,6,7,10,7,10,moderate
2386,2386,39,Female,Lawyer,High School,Single,3410.94,24,393,Yes,Personal Loan,75.93,Yes,119660.79,1,Yes,4,No,Yes,3,Savings Plans,Neutral,Service,No,0,2,4,4,10,2,7,1,3,2,3,3,4,1,2,special
2387,2387,62,Female,Doctor,Masters,Married,48579.98,22,638,Yes,Education Loan,49.96,No,140663.1,2,Yes,5,No,Yes,9,"Insurance, Savings Plans",Negative,Miscommunication,No,1,10,4,10,10,7,10,5,10,10,8,8,10,7,10,special
2388,2388,40,Female,Artist,Masters,Divorced,92526.51,23,376,No,no_loan,16.26,Yes,109655.02,4,No,4,No,Yes,4,Insurance,Neutral,"Service, Fees",No,1,6,1,6,10,3,5,3,5,5,1,2,5,3,4,special
2389,2389,54,Male,Engineer,Masters,Single,45432.55,11,772,Yes,Education Loan,61.85,Yes,136673.23,1,Yes,3,Yes,Yes,2,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,1,3,4,2,8,1,2,6,4,3,1,2,3,2,2,moderate
2390,2390,20,Female,Doctor,Bachelors,Single,83022.44,17,508,No,no_loan,63.26,Yes,49114.35,1,Yes,4,No,No,1,Savings Plans,Negative,"Technical Issue, Delay",No,0,1,4,1,10,1,1,3,1,1,1,1,1,1,1,moderate
2391,2391,68,Female,Lawyer,Bachelors,Single,48849.18,29,443,No,no_loan,77.54,Yes,143883.92,2,Yes,1,No,No,10,Savings Plans,Positive,Miscommunication,Yes,1,10,4,10,10,9,10,3,10,10,8,7,10,8,10,special
2392,2392,58,Female,Teacher,Masters,Single,146045.19,20,644,Yes,Education Loan,21.47,No,73411.38,4,Yes,1,Yes,Yes,2,Savings Plans,Positive,Technical Issue,Yes,1,2,4,3,8,1,2,5,2,2,1,2,1,2,4,special
2393,2393,35,Female,Manager,Masters,Married,195425.84,7,729,No,no_loan,19.4,Yes,83142.43,3,Yes,5,No,Yes,10,Insurance,Neutral,Service,Yes,0,10,4,10,7,9,10,3,10,10,8,9,10,5,10,standard
2394,2394,42,Male,Engineer,Bachelors,Single,155839.95,23,648,No,no_loan,42.89,Yes,109402.2,4,Yes,5,Yes,Yes,2,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",No,0,2,4,1,8,3,4,3,2,2,2,1,3,1,1,special
2395,2395,22,Male,Artist,Masters,Divorced,133164.61,21,582,No,no_loan,14.18,Yes,62119.03,4,Yes,3,Yes,Yes,3,Savings Plans,Negative,Service,Yes,0,4,4,3,8,2,4,3,3,1,3,1,4,2,2,special
2396,2396,65,Female,Teacher,Bachelors,Divorced,152966.08,17,580,Yes,Education Loan,33.29,No,123462.49,3,Yes,3,No,Yes,8,Savings Plans,Positive,Delay,No,0,8,4,10,9,6,10,4,9,9,5,8,10,7,10,special
2397,2397,41,Female,Artist,High School,Divorced,170221.26,5,516,Yes,Car Loan,80.38,No,31091.32,2,Yes,3,Yes,Yes,1,Insurance,Neutral,Service,No,0,1,4,1,10,2,2,4,1,1,1,2,1,1,1,moderate
2398,2398,39,Female,Manager,Masters,Single,183330.53,16,817,No,no_loan,15.49,Yes,55029.77,4,Yes,1,Yes,No,1,"Insurance, Savings Plans",Positive,Technical Issue,No,0,1,4,1,4,1,1,3,2,1,1,1,1,1,1,standard
2399,2399,42,Male,Manager,PhD,Married,118497.02,9,751,Yes,Business Loan,57.76,No,137105.45,3,No,5,No,No,2,"Insurance, Savings Plans",Positive,Fees,Yes,0,6,2,6,4,1,4,4,3,1,1,1,4,1,1,moderate
2400,2400,64,Female,Engineer,PhD,Single,84387.25,9,579,Yes,Car Loan,76.12,No,35730.65,1,Yes,2,Yes,Yes,2,Savings Plans,Negative,Service,Yes,1,2,4,2,10,1,4,5,2,3,1,2,2,4,3,moderate
2401,2401,45,Male,Businessman,High School,Single,136574.43,27,344,Yes,Business Loan,75.18,No,147023.41,3,No,1,No,No,5,"Insurance, Savings Plans",Neutral,Delay,Yes,0,6,5,6,10,3,7,2,6,5,4,3,7,4,5,special
2402,2402,20,Female,Manager,PhD,Divorced,155197.19,23,827,Yes,Car Loan,90.88,Yes,55116.65,4,Yes,3,No,Yes,1,Insurance,Positive,"Service, Fees",No,1,1,4,3,6,1,1,6,1,1,1,1,4,1,1,moderate
2403,2403,39,Female,Manager,PhD,Married,189128.23,21,668,Yes,Home Loan,29.04,Yes,142749.01,2,No,5,No,Yes,2,Savings Plans,Neutral,Technical Issue,No,0,6,1,6,9,1,3,5,2,2,1,2,3,1,3,special
2404,2404,55,Female,Businessman,PhD,Married,6389.65,3,802,No,no_loan,72.2,Yes,97658.45,1,Yes,3,Yes,No,3,"Insurance, Savings Plans",Neutral,Delay,No,0,2,4,4,5,2,3,3,1,3,2,4,3,2,4,moderate
2405,2405,26,Female,Lawyer,Masters,Single,109304.68,19,343,Yes,Home Loan,15.69,Yes,42808.33,4,Yes,4,Yes,Yes,6,Insurance,Positive,Fees,Yes,1,6,4,7,10,5,9,2,8,7,3,5,9,5,6,special
2406,2406,27,Female,Manager,Masters,Divorced,178292.54,27,753,Yes,Personal Loan,4.45,No,99689.09,2,Yes,4,No,No,4,Insurance,Neutral,Service,Yes,1,4,4,4,6,3,5,6,5,4,2,5,6,2,5,special
2407,2407,32,Male,Doctor,PhD,Divorced,103744.06,4,591,No,no_loan,69.01,Yes,61174.52,4,No,4,No,Yes,3,Savings Plans,Negative,Fees,Yes,1,6,1,6,10,2,2,3,3,3,1,3,4,1,6,moderate
2408,2408,25,Male,Doctor,High School,Divorced,13145.71,17,631,No,no_loan,66.13,Yes,125893.0,3,No,4,No,No,9,Savings Plans,Neutral,Delay,Yes,0,6,9,6,8,8,10,3,10,9,7,8,10,5,10,moderate
2409,2409,33,Male,Doctor,Masters,Divorced,167214.14,12,513,Yes,Car Loan,64.34,No,146131.65,4,Yes,3,No,No,3,Savings Plans,Negative,Service,No,0,4,4,3,8,4,5,1,4,4,2,2,4,3,2,moderate
2410,2410,32,Female,Teacher,Masters,Married,3199.83,28,707,No,no_loan,51.55,No,62782.12,4,Yes,2,No,No,8,Insurance,Negative,Delay,Yes,0,10,4,10,4,6,10,3,10,10,6,7,10,4,8,special
2411,2411,55,Female,Lawyer,Masters,Divorced,86887.49,4,446,No,no_loan,82.47,No,133367.0,4,Yes,5,Yes,No,5,"Insurance, Savings Plans",Neutral,"Service, Fees",No,0,5,4,7,10,5,7,3,5,5,5,5,5,3,6,moderate
2412,2412,51,Female,Engineer,PhD,Divorced,150561.16,24,848,No,no_loan,52.24,No,34095.21,2,Yes,5,Yes,No,3,"Insurance, Savings Plans",Negative,"Service, Fees",No,0,2,4,4,4,2,1,3,3,2,1,3,4,2,3,special
2413,2413,65,Male,Artist,Masters,Single,112942.05,28,325,No,no_loan,22.1,Yes,143693.52,2,No,5,No,Yes,2,Insurance,Neutral,Service,Yes,0,6,1,6,10,2,2,3,1,2,1,1,4,3,3,special
2414,2414,34,Female,Artist,Masters,Divorced,175974.46,23,811,Yes,Business Loan,27.32,No,27581.04,1,Yes,4,No,Yes,10,Savings Plans,Negative,"Service, Fees",No,1,10,4,10,5,10,10,5,10,10,8,8,10,8,10,special
2415,2415,33,Male,Teacher,Masters,Married,147264.1,18,530,No,no_loan,1.2,No,114717.76,4,Yes,4,No,No,8,Insurance,Positive,Miscommunication,No,0,10,4,10,9,8,10,3,10,6,6,7,10,6,10,standard
2416,2416,65,Female,Artist,Bachelors,Divorced,93602.51,22,590,No,no_loan,86.21,No,49442.87,3,No,2,Yes,No,4,Savings Plans,Neutral,Technical Issue,No,0,6,5,6,10,5,6,3,5,6,3,3,5,2,5,moderate
2417,2417,42,Female,Engineer,Masters,Single,7280.35,28,571,Yes,Personal Loan,51.46,Yes,36071.85,4,Yes,5,Yes,No,2,Insurance,Neutral,Miscommunication,No,1,2,4,2,8,1,4,3,1,3,1,1,3,1,1,special
2418,2418,42,Male,Engineer,Masters,Single,75966.51,8,324,No,no_loan,94.88,No,64637.63,1,No,1,Yes,No,2,"Insurance, Savings Plans",Negative,"Service, Fees",No,1,6,1,6,10,1,2,3,1,2,1,1,1,1,1,moderate
2419,2419,56,Male,Engineer,Bachelors,Divorced,70620.43,12,758,No,no_loan,14.75,Yes,36080.88,3,Yes,3,No,Yes,7,"Insurance, Savings Plans",Negative,Technical Issue,No,0,6,4,8,5,7,9,3,9,9,5,6,9,7,9,standard
2420,2420,29,Female,Doctor,Bachelors,Married,115817.36,12,752,Yes,Personal Loan,82.87,No,103941.35,2,No,3,Yes,No,9,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",No,0,6,8,6,6,7,10,6,10,9,6,8,10,8,10,moderate
2421,2421,27,Female,Engineer,Masters,Single,173670.09,28,731,Yes,Car Loan,83.79,Yes,70266.09,1,No,1,Yes,No,2,Insurance,Neutral,Service,Yes,0,6,1,6,7,1,2,8,2,3,1,2,1,1,1,special
2422,2422,44,Male,Lawyer,High School,Single,167682.31,1,769,Yes,Car Loan,53.9,No,103666.48,2,Yes,3,Yes,Yes,7,"Insurance, Savings Plans",Negative,Miscommunication,Yes,1,6,4,8,6,6,10,6,9,7,6,6,9,6,8,standard
2423,2423,27,Female,Doctor,Masters,Single,29069.13,23,425,Yes,Home Loan,10.29,No,34863.01,2,Yes,5,Yes,Yes,3,Savings Plans,Neutral,"Technical Issue, Delay",No,1,3,4,4,10,2,5,2,4,4,1,1,4,1,4,special
2424,2424,48,Female,Businessman,High School,Single,188265.83,6,641,Yes,Business Loan,58.18,No,114056.48,4,No,5,No,Yes,1,Savings Plans,Neutral,Service,Yes,1,6,1,6,6,1,1,4,2,1,1,1,1,1,1,standard
2425,2425,26,Female,Engineer,Bachelors,Divorced,137882.58,22,790,No,no_loan,79.55,Yes,72792.78,2,No,4,Yes,Yes,1,Savings Plans,Neutral,Service,No,1,6,1,6,5,1,2,3,1,1,1,1,2,1,1,moderate
2426,2426,22,Male,Lawyer,High School,Married,162997.88,29,557,No,no_loan,5.45,Yes,101913.3,3,No,5,Yes,Yes,7,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",No,1,6,6,6,8,6,10,3,8,7,6,7,9,6,9,special
2427,2427,35,Female,Engineer,Masters,Single,157379.84,10,524,Yes,Car Loan,92.51,No,22476.53,3,No,4,Yes,Yes,1,"Insurance, Savings Plans",Positive,"Service, Fees",Yes,1,6,1,6,10,1,2,4,1,1,1,1,1,2,1,moderate
2428,2428,25,Female,Engineer,PhD,Divorced,164060.17,18,325,No,no_loan,91.28,No,28282.17,1,No,5,No,No,4,Insurance,Positive,Fees,Yes,1,6,2,6,10,2,5,3,3,4,2,3,6,3,3,moderate
2429,2429,26,Female,Engineer,Bachelors,Divorced,137882.58,22,790,No,no_loan,79.55,Yes,72792.78,2,No,4,Yes,Yes,1,Savings Plans,Neutral,Service,No,1,6,1,6,7,1,1,3,1,1,1,1,2,1,1,moderate
